Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2013,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION), (D),
CENSUS,2013,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MUSHROOMS,"MUSHROOMS, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",TOTAL,NOT SPECIFIED,16,
CENSUS,2013,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MUSHROOMS,"MUSHROOMS, IRRIGATED - SQ FT IN PRODUCTION",TOTAL,NOT SPECIFIED, (D),
CENSUS,2013,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),"929,920",
CENSUS,2013,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MUSHROOMS,"MUSHROOMS, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",TOTAL,NOT SPECIFIED,42,
CENSUS,2013,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MUSHROOMS,"MUSHROOMS, IRRIGATED - SQ FT IN PRODUCTION",TOTAL,NOT SPECIFIED,"929,220",
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,AREA IN PRODUCTION: (1 TO 999 SQ FT),321,10.1
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000 TO 1,999 SQ FT)",53,32
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000,000 OR MORE SQ FT)",8,0.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (10,000 TO 19,999 SQ FT)",32,18
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)",29,5.7
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)",117,16.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)",50,15.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)",29,8.7
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)",36,12.1
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)",28,45.8
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)",9,1.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,712,9.8
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,AREA IN PRODUCTION: (1 TO 999 SQ FT),319,10.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000 TO 1,999 SQ FT)",52,29.4
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000,000 OR MORE SQ FT)",8,0.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (10,000 TO 19,999 SQ FT)",31,18.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)",29,5.7
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)",116,15.7
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)",50,15.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)",28,9
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)",34,13.7
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)",28,45.8
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)",9,1.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,704,9.7
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,AREA IN PRODUCTION: (1 TO 999 SQ FT),"1,066,283",13
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000 TO 1,999 SQ FT)","1,052,748",90.9
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000,000 OR MORE SQ FT)","328,394,992",0.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (10,000 TO 19,999 SQ FT)","5,109,868",14
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)","129,034,429",1.7
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)","6,034,661",21.7
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)","57,170,937",3.1
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)","270,390,008",2.4
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)","8,763,584",10.6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)","29,104,710",8.4
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)","235,377,786",1.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,071,500,006",1.5
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,AREA IN PRODUCTION: (1 TO 999 SQ FT),"82,837",12.7
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000 TO 1,999 SQ FT)","65,815",34.1
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000,000 OR MORE SQ FT)","14,096,893",0.8
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (10,000 TO 19,999 SQ FT)","402,654",17.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)","3,962,286",7.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)","438,641",14.1
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)","1,599,904",14.9
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)","8,869,140",6.2
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)","248,634",12.6
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)","2,202,816",57.1
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)","5,446,439",1.3
CENSUS,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED,"37,416,059",4.1
CENSUS,2012,YEAR,,STATE,ALABAMA,1,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,1,17
CENSUS,2012,YEAR,,STATE,ALABAMA,1,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,1,17
CENSUS,2012,YEAR,,STATE,ALABAMA,1,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,STATE,ALABAMA,1,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,STATE,ALASKA,2,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,YEAR,,STATE,ALASKA,2,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,YEAR,,STATE,ALASKA,2,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,STATE,ALASKA,2,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,7,27.1
CENSUS,2012,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,7,27.1
CENSUS,2012,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,AREA IN PRODUCTION: (1 TO 999 SQ FT),25,30.8
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000 TO 1,999 SQ FT)",1,(H)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000,000 OR MORE SQ FT)",1,0.6
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (10,000 TO 19,999 SQ FT)",3,63.2
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)",6,27.4
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)",6,67.1
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)",14,24.4
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)",3,10.6
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)",7,30.3
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)",5,37.9
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)",3,1.3
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,74,17.6
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,AREA IN PRODUCTION: (1 TO 999 SQ FT),25,30.8
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000 TO 1,999 SQ FT)",1,(H)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000,000 OR MORE SQ FT)",1,0.6
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (10,000 TO 19,999 SQ FT)",3,63.2
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)",6,27.4
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)",6,67.1
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)",14,24.4
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)",3,10.6
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)",7,30.3
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)",5,37.9
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)",3,1.3
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,74,17.6
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,AREA IN PRODUCTION: (1 TO 999 SQ FT),"99,648",40.3
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000 TO 1,999 SQ FT)", (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000,000 OR MORE SQ FT)", (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (10,000 TO 19,999 SQ FT)","238,686",(H)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)", (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)","338,573",51.4
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)", (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)","32,406,426",13.5
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)","1,578,604",33.7
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)","5,554,154",44.2
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)", (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"241,283,866",3
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,AREA IN PRODUCTION: (1 TO 999 SQ FT),"6,452",34.5
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000 TO 1,999 SQ FT)", (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (1,000,000 OR MORE SQ FT)", (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (10,000 TO 19,999 SQ FT)","47,600",70.2
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (100,000 TO 199,999 SQ FT)", (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (2,000 TO 4,999 SQ FT)","19,743",67.4
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (20,000 TO 49,999 SQ FT)", (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (200,000 TO 499,999 SQ FT)","715,512",9.5
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (5,000 TO 9,999 SQ FT)","56,376",30.1
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (50,000 TO 99,999 SQ FT)","401,120",41.2
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,AREA IN PRODUCTION,"AREA IN PRODUCTION: (500,000 TO 999,999 SQ FT)", (D),(D)
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,MUSHROOMS - SQ FT IN PRODUCTION,TOTAL,NOT SPECIFIED,"6,179,983",7
CENSUS,2012,YEAR,,STATE,COLORADO,8,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH AREA IN PRODUCTION,TOTAL,NOT SPECIFIED,7,48.9
CENSUS,2012,YEAR,,STATE,COLORADO,8,,,,,,,0,,MUSHROOMS,MUSHROOMS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,7,48.9
